formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C14H14N3O5	[M + H]+	C14H15N3O5+	Carbohydrates	0.841	Nucleosides	0.613	Purine nucleosides	0.605	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.715	Glycosyl compounds	0.599	Glycosylamines	0.787	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.101	571	9.519	731532630651412207	731532502565751647	731532502565751647_UNKNOWN_M305T577_POS	
3	C13H19ClNO5	[M + H]+	C13H20ClNO5+	Amino acids and Peptides	0.463	Ornithine alkaloids	0.206	Pyrrolidine alkaloids	0.163	Benzenoids	0.921	Phenol ethers	0.574					Phenol ethers	0.574	Organic compounds; Halobenzenes; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Secondary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	305.101	571	9.519	731532630651412208	731532502565751647	731532502565751647_UNKNOWN_M305T577_POS	
1	C5H11NO2	[M + H]+	C5H12NO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.991	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	118.086	572	9.526	731532623156190635	731532490775561575	731532490775561575_UNKNOWN_M118T761_POS	
1	C7H8N2O	[M + H]+	C7H9N2O+	Alkaloids	0.765	Anthranilic acid alkaloids	0.916	Anthranillic acid derivatives	0.994	Benzenoids	0.994	Benzene and substituted derivatives	0.959	Benzoic acids and derivatives	0.887	Aminobenzoic acids and derivatives	0.808	Aminobenzamides	0.889	Organic compounds; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminobenzoic acids and derivatives; Aniline and substituted anilines; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Aminobenzamides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.071	578	9.630	731532624225738196	731532494382663435	731532494382663435_UNKNOWN_M137T509_POS	
2	C4H9FN2O2	[M + H]+	C4H10FN2O2+	Alkaloids	0.581	Pseudoalkaloids (transamidation)	0.103	Halogenated fatty acids	0.289	Organoheterocyclic compounds	0.595	Diazines	0.437	Pyrimidines and pyrimidine derivatives	0.601	Pyrimidones	0.694	Pyrimidones	0.694	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.071	578	9.630	731532624225738197	731532494382663435	731532494382663435_UNKNOWN_M137T509_POS	
1	C6H9NO2	[M + H]+	C6H10NO2+	Amino acids and Peptides	0.937	Small peptides	0.891	Aminoacids	0.894	Organic acids and derivatives	0.952	Carboxylic acids and derivatives	0.942	Carboxylic acid derivatives	0.626	Carboxylic acid amides	0.567	Carboxylic acid amides	0.567	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	128.071	582	9.694	731532613572205376	731532492298094103	731532492298094103_UNKNOWN_M128T655_POS	
1	C6H13NO2	[M + H]+	C6H14NO2+	Amino acids and Peptides	0.990	Small peptides	0.995	Aminoacids	0.995	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.989	Amino acids and derivatives	0.989	Alpha amino acid esters	0.682	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	132.102	582	9.704	731532613123414825	731532493346670227	731532493346670227_UNKNOWN_M132T753_POS	
1	C6H9O2	[M + Na]+	C6H9NaO2+	Fatty acids	0.953	Fatty acyls	0.768	Fatty aldehydes	0.459	Organic oxygen compounds	0.998	Organooxygen compounds	0.997	Carbonyl compounds	0.815			Carbonyl compounds	0.815	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	136.048	583	9.721	731532612406188775	731532493854181067	731532493854181067_UNKNOWN_M136T515_POS	
1	C6H9O2	[M + Na]+	C6H9NaO2+	Fatty acids	0.953	Fatty acyls	0.768	Fatty aldehydes	0.459	Organic oxygen compounds	0.998	Organooxygen compounds	0.997	Carbonyl compounds	0.815			Carbonyl compounds	0.815	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	136.048	583	9.721	731532612544600821	731532493921289939	731532493921289939_UNKNOWN_M136T588_POS	
1	C6H9O2	[M + Na]+	C6H9NaO2+	Fatty acids	0.953	Fatty acyls	0.768	Fatty aldehydes	0.459	Organic oxygen compounds	0.998	Organooxygen compounds	0.997	Carbonyl compounds	0.815			Carbonyl compounds	0.815	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	136.048	583	9.721	731532631335083807	731532493887735503	731532493887735503_UNKNOWN_M136T396_POS	
1	C4H9N3O2	[M + H]+	C4H10N3O2+	Amino acids and Peptides	0.883	Small peptides	0.944	Aminoacids	0.955	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.954	Amino acids and derivatives	0.953	Alpha amino acids and derivatives	0.913	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	132.077	586	9.773	731532612892728093	731532493178898047	731532493178898047_UNKNOWN_M132T587_3_POS	
1	C4H9NO3	[M + H]+	C4H10NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.957	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	120.066	590	9.841	731532612666235648	731532490993665407	731532490993665407_UNKNOWN_M120T698_POS	
1	C4H9NO3	[M + H]+	C4H10NO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.957	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	120.066	590	9.841	731532615895849950	731532491085940107	731532491085940107_UNKNOWN_M120T597_POS	
1	C7H15NO3	[M + H]+	C7H16NO3+	Fatty acids	0.999	Fatty esters	0.847	Fatty acyl carnitines	0.995	Organic acids and derivatives	1.000	Hydroxy acids and derivatives	0.885	Beta hydroxy acids and derivatives	0.829			Beta hydroxy acids and derivatives	0.829	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	592	9.866	731532613089860388	731532497608083623	731532497608083623_UNKNOWN_M162T406_POS	
1	C7H15NO3	[M + H]+	C7H16NO3+	Fatty acids	0.999	Fatty esters	0.847	Fatty acyl carnitines	0.995	Organic acids and derivatives	1.000	Hydroxy acids and derivatives	0.885	Beta hydroxy acids and derivatives	0.829			Beta hydroxy acids and derivatives	0.829	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	592	9.866	731532613253438252	731532497666803887	731532497666803887_UNKNOWN_M162T715_POS	
1	C7H15NO3	[M + H]+	C7H16NO3+	Fatty acids	0.999	Fatty esters	0.847	Fatty acyl carnitines	0.995	Organic acids and derivatives	1.000	Hydroxy acids and derivatives	0.885	Beta hydroxy acids and derivatives	0.829			Beta hydroxy acids and derivatives	0.829	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.112	592	9.866	731532617426771041	731532497582917795	731532497582917795_UNKNOWN_M162T590_2_POS	
1	C3H7NO	[M + H]+	C3H8NO+	Fatty acids	0.408	Fatty amides	0.595	Primary amides	0.698	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.997	Amines	0.623			Amines	0.623	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	74.060	593	9.888	731532616021679090	731532485767562131	731532485767562131_UNKNOWN_M74T601_POS	
1	C3H7NO	[M + H]+	C3H8NO+	Fatty acids	0.408	Fatty amides	0.595	Primary amides	0.698	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.997	Amines	0.623			Amines	0.623	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	74.060	593	9.888	731532622388632976	731532485708841871	731532485708841871_UNKNOWN_M74T741_POS	
2	C7H12BF2NO	[M + H]+	C7H13BF2NO+	Amino acids and Peptides	0.642	Small peptides	0.916	Aminoacids	0.574	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.659	Amino acids, peptides, and analogues	0.590	Amino acids and derivatives	0.592	Alpha amino acids and derivatives	0.530	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Organometalloid compounds; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Alkylhaloboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.108	593	9.890	731532613907749728	731532498539219243	731532498539219243_UNKNOWN_M175T587_POS	
1	C6H6N2O	[M + H]+	C6H7N2O+	Alkaloids	0.863	Nicotinic acid alkaloids	0.776	Pyridine alkaloids	0.776	Organoheterocyclic compounds	0.616	Heteroaromatic compounds	0.500					Heteroaromatic compounds	0.500	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	123.055	595	9.910	731532614872439724	731532491878663655	731532491878663655_UNKNOWN_M123T786_POS	
1	C12H16N4OS	[M + H]+	C12H17N4OS+	Alkaloids	0.440	Pseudoalkaloids (transamidation)	0.008	Purine alkaloids	0.011	Organoheterocyclic compounds	1.000	Diazines	0.988	Pyrimidines and pyrimidine derivatives	0.988	Thiamines	0.971	Thiamines	0.971	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Thiamines; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Organic cations; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.112	595	9.912	731532629690916541	731532502217624367	731532502217624367_UNKNOWN_M265T398_POS	
